sensor_id,timestamp,temperature,temp_unit,rainfall,rain_unit,humidity_percent,temperature_raw,temperature_numeric,temp_unit_clean,temperature_c,rainfall_raw,rain_unit_clean,rainfall_mm,timestamp_raw,timestamp_ist,date
SEN018,2026-03-25 23:05:38 UTC,100.4,°F,34.7,millimeters,89.0,100.4,100.4,f,38.0,34.7,mm,34.7,2026-03-25 23:05:38 UTC,2026-03-26 04:35:38+05:30,2026-03-26
SEN019,2026-03-30 21:42:04 IST,63.5,f,1.3,inches,74.0,63.5,63.5,f,17.5,1.3,in,33.02,2026-03-30 21:42:04 IST,2026-03-30 21:42:04+05:30,2026-03-30
SEN036,2026-04-29 02:54:48 UTC,60.8,°F,,mm,59.0,60.8,60.8,f,16.0,-28.3,mm,,2026-04-29 02:54:48 UTC,2026-04-29 08:24:48+05:30,2026-04-29
SEN014,2026-05-07 11:37:21,28.9,C,1.89,in,46.0,28.9,28.9,c,28.9,1.89,in,48.01,2026-05-07 11:37:21,2026-05-07 11:37:21+05:30,2026-05-07
SEN048,,84.4,Fahrenheit,4.6,MM,77.0,84.4,84.4,f,29.11,4.6,mm,4.6,,,
SEN044,03-20-2026 02:55 PM,91.2,°F,0.41,inches,43.0,91.2,91.2,f,32.89,0.41,in,10.41,03-20-2026 02:55 PM,2026-03-20 14:55:00+05:30,2026-03-20
SEN010,2026-08-03 01:38:56 UTC,23.3,C,,mm,51.0,23.3,23.3,c,23.3,-31.7,mm,,2026-08-03 01:38:56 UTC,2026-08-03 07:08:56+05:30,2026-08-03
SEN006,2026-05-16 15:18:23 IST,36,c,,mm,33.0,36,36.0,c,36.0,-9.3,mm,,2026-05-16 15:18:23 IST,2026-05-16 15:18:23+05:30,2026-05-16
SEN021,2026-05-09 01:29:59 UTC,81.3,f,37.6,millimeters,82.0,81.3,81.3,f,27.39,37.6,mm,37.6,2026-05-09 01:29:59 UTC,2026-05-09 06:59:59+05:30,2026-05-09
SEN017,19/06/2026 01:30,95.2,f,35.2,mm,88.0,95.2,95.2,f,35.11,35.2,mm,35.2,19/06/2026 01:30,2026-06-19 01:30:00+05:30,2026-06-19
SEN038,2026-05-08 00:40:15,102.2,Fahrenheit,47.4,millimeters,54.0,102.2,102.2,f,39.0,47.4,mm,47.4,2026-05-08 00:40:15,2026-05-08 00:40:15+05:30,2026-05-08
SEN047,2026-08-27 01:35:37 IST,71.1,F,0.13,inches,41.0,71.1,71.1,f,21.72,0.13,in,3.3,2026-08-27 01:35:37 IST,2026-08-27 01:35:37+05:30,2026-08-27
SEN044,2026-01-08 22:17:13 IST,73.6,°F,41.8,millimeters,,73.6,73.6,f,23.11,41.8,mm,41.8,2026-01-08 22:17:13 IST,2026-01-08 22:17:13+05:30,2026-01-08
SEN005,2026-04-19 10:15:34 IST,19.0°C,,20.8,millimeters,85.0,19.0°C,19.0,c,19.0,20.8,mm,20.8,2026-04-19 10:15:34 IST,2026-04-19 10:15:34+05:30,2026-04-19
SEN031,2026-01-09 12:01:15 IST,94.1,°F,49.9,mm,59.0,94.1,94.1,f,34.5,49.9,mm,49.9,2026-01-09 12:01:15 IST,2026-01-09 12:01:15+05:30,2026-01-09
SEN015,2026-06-27 04:15:25,103.5,Fahrenheit,22.6,mm,61.0,103.5,103.5,f,39.72,22.6,mm,22.6,2026-06-27 04:15:25,2026-06-27 04:15:25+05:30,2026-06-27
SEN025,2026-07-28 02:49:55 UTC,90.5,°F,1.7,millimeters,54.0,90.5,90.5,f,32.5,1.7,mm,1.7,2026-07-28 02:49:55 UTC,2026-07-28 08:19:55+05:30,2026-07-28
SEN039,2026-02-17T04:24:50,31.6,Celsius,,,85.0,31.6,31.6,c,31.6,,,,2026-02-17T04:24:50,2026-02-17 04:24:50+05:30,2026-02-17
SEN037,2026-02-27 14:50:11 IST,79.3,f,10.1,millimeters,65.0,79.3,79.3,f,26.28,10.1,mm,10.1,2026-02-27 14:50:11 IST,2026-02-27 14:50:11+05:30,2026-02-27
SEN001,2026-01-29 18:53:46 IST,26.6,°C,40.9,MM,40.0,26.6,26.6,c,26.6,40.9,mm,40.9,2026-01-29 18:53:46 IST,2026-01-29 18:53:46+05:30,2026-01-29
SEN013,2026-07-11 11:28:13,61.2,f,,mm,40.0,61.2,61.2,f,16.22,-39.9,mm,,2026-07-11 11:28:13,2026-07-11 11:28:13+05:30,2026-07-11
SEN010,2026-07-04 03:26:37 UTC,28.6°C,,4.4,MM,93.0,28.6°C,28.6,c,28.6,4.4,mm,4.4,2026-07-04 03:26:37 UTC,2026-07-04 08:56:37+05:30,2026-07-04
SEN017,2026-07-15 20:59:18 UTC,25.6,C,,mm,52.0,25.6,25.6,c,25.6,-7.8,mm,,2026-07-15 20:59:18 UTC,2026-07-16 02:29:18+05:30,2026-07-16
SEN027,2026-08-23 19:56:55 IST,85.5,F,6.5,millimeters,90.0,85.5,85.5,f,29.72,6.5,mm,6.5,2026-08-23 19:56:55 IST,2026-08-23 19:56:55+05:30,2026-08-23
SEN020,2026-07-12 10:32:43 UTC,25.1,c,17.7,MM,93.0,25.1,25.1,c,25.1,17.7,mm,17.7,2026-07-12 10:32:43 UTC,2026-07-12 16:02:43+05:30,2026-07-12
SEN020,2026-08-24 15:11:25 UTC,61.7,°F,0.06,in,95.0,61.7,61.7,f,16.5,0.06,in,1.52,2026-08-24 15:11:25 UTC,2026-08-24 20:41:25+05:30,2026-08-24
SEN030,23/07/2026 13:27,81.9,Fahrenheit,33.1,mm,89.0,81.9,81.9,f,27.72,33.1,mm,33.1,23/07/2026 13:27,2026-07-23 13:27:00+05:30,2026-07-23
SEN016,19/04/2026 05:08,32.9°C,,25.8,MM,95.0,32.9°C,32.9,c,32.9,25.8,mm,25.8,19/04/2026 05:08,2026-04-19 05:08:00+05:30,2026-04-19
SEN007,,70.7,F,1.84,inches,33.0,70.7,70.7,f,21.5,1.84,in,46.74,,,
SEN009,,17.9,c,0.24,in,87.0,17.9,17.9,c,17.9,0.24,in,6.1,,,
SEN003,2026-08-07 20:04:01 IST,98.4,f,24.6,mm,46.0,98.4,98.4,f,36.89,24.6,mm,24.6,2026-08-07 20:04:01 IST,2026-08-07 20:04:01+05:30,2026-08-07
SEN024,31/08/2026 10:01,16.9,Celsius,,mm,32.0,16.9,16.9,c,16.9,-26.7,mm,,31/08/2026 10:01,2026-08-31 10:01:00+05:30,2026-08-31
SEN034,2026-07-23 23:32:42 IST,26.3,Celsius,0.61,inches,33.0,26.3,26.3,c,26.3,0.61,in,15.49,2026-07-23 23:32:42 IST,2026-07-23 23:32:42+05:30,2026-07-23
SEN012,2026-05-24 11:06:35 IST,29.7,C,8.6,MM,30.0,29.7,29.7,c,29.7,8.6,mm,8.6,2026-05-24 11:06:35 IST,2026-05-24 11:06:35+05:30,2026-05-24
SEN028,2026-02-04 19:29:03 IST,39.1,°C,46.6,millimeters,45.0,39.1,39.1,c,39.1,46.6,mm,46.6,2026-02-04 19:29:03 IST,2026-02-04 19:29:03+05:30,2026-02-04
SEN016,,29.1°C,,48.7,millimeters,90.0,29.1°C,29.1,c,29.1,48.7,mm,48.7,,,
SEN012,2026-04-20 06:42:09 IST,15.4,Celsius,,mm,31.0,15.4,15.4,c,15.4,-25.3,mm,,2026-04-20 06:42:09 IST,2026-04-20 06:42:09+05:30,2026-04-20
SEN048,2026-09-06 20:16:00 UTC,35.5,Celsius,0.73,in,77.0,35.5,35.5,c,35.5,0.73,in,18.54,2026-09-06 20:16:00 UTC,2026-09-07 01:46:00+05:30,2026-09-07
SEN041,06-27-2026 12:43 PM,35.2°C,,20.9,mm,35.0,35.2°C,35.2,c,35.2,20.9,mm,20.9,06-27-2026 12:43 PM,2026-06-27 12:43:00+05:30,2026-06-27
SEN011,2026-07-15 08:26:21 UTC,39.3,C,42.9,millimeters,56.0,39.3,39.3,c,39.3,42.9,mm,42.9,2026-07-15 08:26:21 UTC,2026-07-15 13:56:21+05:30,2026-07-15
SEN012,2026-08-11 14:58:22 UTC,21.7,c,1.25,inch,83.0,21.7,21.7,c,21.7,1.25,in,31.75,2026-08-11 14:58:22 UTC,2026-08-11 20:28:22+05:30,2026-08-11
SEN043,2026-07-27 08:53:39 UTC,35.8°C,,0.04,inches,85.0,35.8°C,35.8,c,35.8,0.04,in,1.02,2026-07-27 08:53:39 UTC,2026-07-27 14:23:39+05:30,2026-07-27
SEN029,2026-08-13 11:34:00 UTC,79.5,F,14.2,MM,48.0,79.5,79.5,f,26.39,14.2,mm,14.2,2026-08-13 11:34:00 UTC,2026-08-13 17:04:00+05:30,2026-08-13
SEN036,2026-06-15 03:51:27 UTC,91.8,f,3.6,MM,30.0,91.8,91.8,f,33.22,3.6,mm,3.6,2026-06-15 03:51:27 UTC,2026-06-15 09:21:27+05:30,2026-06-15
SEN034,2026-08-11 07:55:58 IST,61.2,Fahrenheit,39.5,millimeters,95.0,61.2,61.2,f,16.22,39.5,mm,39.5,2026-08-11 07:55:58 IST,2026-08-11 07:55:58+05:30,2026-08-11
SEN003,2026-02-21 07:53:15 IST,87.3,f,31.5,mm,35.0,87.3,87.3,f,30.72,31.5,mm,31.5,2026-02-21 07:53:15 IST,2026-02-21 07:53:15+05:30,2026-02-21
SEN016,2026-08-08 03:37:21 IST,22.2°C,,35.0,millimeters,64.0,22.2°C,22.2,c,22.2,35.0,mm,35.0,2026-08-08 03:37:21 IST,2026-08-08 03:37:21+05:30,2026-08-08
SEN017,2026-06-23 05:37:02 UTC,27.8°C,,27.8,millimeters,54.0,27.8°C,27.8,c,27.8,27.8,mm,27.8,2026-06-23 05:37:02 UTC,2026-06-23 11:07:02+05:30,2026-06-23
SEN006,2026-03-09 17:10:33 IST,24.5,Celsius,1.85,inches,53.0,24.5,24.5,c,24.5,1.85,in,46.99,2026-03-09 17:10:33 IST,2026-03-09 17:10:33+05:30,2026-03-09
SEN026,2026-02-28 06:37:06 UTC,60.4,f,30.2,MM,48.0,60.4,60.4,f,15.78,30.2,mm,30.2,2026-02-28 06:37:06 UTC,2026-02-28 12:07:06+05:30,2026-02-28
SEN042,2026-09-08 15:35:15 UTC,68.2,°F,36.6,MM,32.0,68.2,68.2,f,20.11,36.6,mm,36.6,2026-09-08 15:35:15 UTC,2026-09-08 21:05:15+05:30,2026-09-08
SEN049,2026-01-08 11:36:41 IST,64.8,F,1.23,in,76.0,64.8,64.8,f,18.22,1.23,in,31.24,2026-01-08 11:36:41 IST,2026-01-08 11:36:41+05:30,2026-01-08
SEN050,,86.7,F,,mm,30.0,86.7,86.7,f,30.39,-41.0,mm,,,,
SEN015,2026-05-29 14:30:58 UTC,69.4,°F,35.0,MM,73.0,69.4,69.4,f,20.78,35.0,mm,35.0,2026-05-29 14:30:58 UTC,2026-05-29 20:00:58+05:30,2026-05-29
SEN010,2026-04-02 14:35:40 UTC,39.8,°C,10.9,MM,60.0,39.8,39.8,c,39.8,10.9,mm,10.9,2026-04-02 14:35:40 UTC,2026-04-02 20:05:40+05:30,2026-04-02
SEN024,2026-03-03 03:47:32 IST,34.9°C,,0.13,inch,86.0,34.9°C,34.9,c,34.9,0.13,in,3.3,2026-03-03 03:47:32 IST,2026-03-03 03:47:32+05:30,2026-03-03
SEN043,2026-02-23 22:39:51 IST,75.2,Fahrenheit,15.5,MM,54.0,75.2,75.2,f,24.0,15.5,mm,15.5,2026-02-23 22:39:51 IST,2026-02-23 22:39:51+05:30,2026-02-23
SEN022,2026-05-08 22:33:23 UTC,19.2,°C,41.5,mm,73.0,19.2,19.2,c,19.2,41.5,mm,41.5,2026-05-08 22:33:23 UTC,2026-05-09 04:03:23+05:30,2026-05-09
UNKNOWN,2026-06-06T10:49:01,39.4,°C,,,32.0,39.4,39.4,c,39.4,,,,2026-06-06T10:49:01,2026-06-06 10:49:01+05:30,2026-06-06
SEN005,02-19-2026 07:01 AM,33.4,C,,mm,58.0,33.4,33.4,c,33.4,-36.1,mm,,02-19-2026 07:01 AM,2026-02-19 07:01:00+05:30,2026-02-19
SEN013,2026-04-05 04:06:44 UTC,20.4,C,37.4,MM,69.0,20.4,20.4,c,20.4,37.4,mm,37.4,2026-04-05 04:06:44 UTC,2026-04-05 09:36:44+05:30,2026-04-05
SEN032,2026-07-07 10:20:45 IST,25.1,Celsius,0.7,MM,47.0,25.1,25.1,c,25.1,0.7,mm,0.7,2026-07-07 10:20:45 IST,2026-07-07 10:20:45+05:30,2026-07-07
SEN023,2026-04-10 14:53:25 UTC,20.8,°C,24.9,millimeters,63.0,20.8,20.8,c,20.8,24.9,mm,24.9,2026-04-10 14:53:25 UTC,2026-04-10 20:23:25+05:30,2026-04-10
SEN035,2026-09-09 08:53:34 UTC,24.5,Celsius,9.4,MM,42.0,24.5,24.5,c,24.5,9.4,mm,9.4,2026-09-09 08:53:34 UTC,2026-09-09 14:23:34+05:30,2026-09-09
SEN008,2026-05-09 13:10:41 IST,77,f,49.4,MM,74.0,77,77.0,f,25.0,49.4,mm,49.4,2026-05-09 13:10:41 IST,2026-05-09 13:10:41+05:30,2026-05-09
SEN022,2026-01-05 15:29:01 UTC,96.3,f,,mm,69.0,96.3,96.3,f,35.72,-9.3,mm,,2026-01-05 15:29:01 UTC,2026-01-05 20:59:01+05:30,2026-01-05
SEN004,2026-01-08 07:40:03 IST,64.4,f,16.2,mm,73.0,64.4,64.4,f,18.0,16.2,mm,16.2,2026-01-08 07:40:03 IST,2026-01-08 07:40:03+05:30,2026-01-08
SEN010,2026-04-24 06:17:47 IST,90.5,f,15.9,millimeters,,90.5,90.5,f,32.5,15.9,mm,15.9,2026-04-24 06:17:47 IST,2026-04-24 06:17:47+05:30,2026-04-24
SEN012,2026-07-08 07:20:19 IST,17.2°C,,13.4,millimeters,66.0,17.2°C,17.2,c,17.2,13.4,mm,13.4,2026-07-08 07:20:19 IST,2026-07-08 07:20:19+05:30,2026-07-08
SEN033,2026-08-16 21:33:20 IST,86.5,Fahrenheit,1.91,inches,86.0,86.5,86.5,f,30.28,1.91,in,48.51,2026-08-16 21:33:20 IST,2026-08-16 21:33:20+05:30,2026-08-16
SEN018,2026-08-06 23:08:40 IST,99.1,F,,mm,,99.1,99.1,f,37.28,-36.7,mm,,2026-08-06 23:08:40 IST,2026-08-06 23:08:40+05:30,2026-08-06
SEN025,2026-04-09 22:52:47 UTC,71.1,Fahrenheit,42.8,MM,63.0,71.1,71.1,f,21.72,42.8,mm,42.8,2026-04-09 22:52:47 UTC,2026-04-10 04:22:47+05:30,2026-04-10
SEN019,2026-03-17T11:37:36,38.9,c,1.13,in,59.0,38.9,38.9,c,38.9,1.13,in,28.7,2026-03-17T11:37:36,2026-03-17 11:37:36+05:30,2026-03-17
SEN009,2026-07-02 10:16:14,39.2,C,,,68.0,39.2,39.2,c,39.2,,,,2026-07-02 10:16:14,2026-07-02 10:16:14+05:30,2026-07-02
SEN042,2026-06-25 11:26:13 IST,30.2,°C,,mm,40.0,30.2,30.2,c,30.2,-9.0,mm,,2026-06-25 11:26:13 IST,2026-06-25 11:26:13+05:30,2026-06-25
SEN016,,28.8°C,,33.6,MM,68.0,28.8°C,28.8,c,28.8,33.6,mm,33.6,,,
UNKNOWN,2026-03-06 07:07:35 UTC,92.8,F,,,45.0,92.8,92.8,f,33.78,,,,2026-03-06 07:07:35 UTC,2026-03-06 12:37:35+05:30,2026-03-06
SEN007,12/08/2026 01:05,16.9°C,,24.3,MM,89.0,16.9°C,16.9,c,16.9,24.3,mm,24.3,12/08/2026 01:05,2026-08-12 01:05:00+05:30,2026-08-12
SEN025,,90.9,Fahrenheit,23.4,millimeters,91.0,90.9,90.9,f,32.72,23.4,mm,23.4,,,
SEN020,2026-03-10 22:43:10 IST,25.6°C,,16.1,MM,94.0,25.6°C,25.6,c,25.6,16.1,mm,16.1,2026-03-10 22:43:10 IST,2026-03-10 22:43:10+05:30,2026-03-10
SEN049,,37.9,Celsius,1.51,inch,33.0,37.9,37.9,c,37.9,1.51,in,38.35,,,
SEN017,01-20-2026 05:46 PM,22.1,Celsius,27.2,millimeters,40.0,22.1,22.1,c,22.1,27.2,mm,27.2,01-20-2026 05:46 PM,2026-01-20 17:46:00+05:30,2026-01-20
SEN003,2026-01-06 14:27:20 UTC,93.4,F,1.75,in,92.0,93.4,93.4,f,34.11,1.75,in,44.45,2026-01-06 14:27:20 UTC,2026-01-06 19:57:20+05:30,2026-01-06
SEN026,2026-02-26 20:25:00 IST,69.4,F,29.1,mm,43.0,69.4,69.4,f,20.78,29.1,mm,29.1,2026-02-26 20:25:00 IST,2026-02-26 20:25:00+05:30,2026-02-26
SEN013,2026-04-15 23:59:43 IST,32.9,c,34.2,mm,67.0,32.9,32.9,c,32.9,34.2,mm,34.2,2026-04-15 23:59:43 IST,2026-04-15 23:59:43+05:30,2026-04-15
SEN040,2026-08-05 00:16:24 UTC,88.2,°F,,mm,54.0,88.2,88.2,f,31.22,-4.1,mm,,2026-08-05 00:16:24 UTC,2026-08-05 05:46:24+05:30,2026-08-05
SEN016,2026-05-31 18:57:07 IST,91.9,f,8.8,mm,95.0,91.9,91.9,f,33.28,8.8,mm,8.8,2026-05-31 18:57:07 IST,2026-05-31 18:57:07+05:30,2026-05-31
SEN009,,87.8,f,,,71.0,87.8,87.8,f,31.0,,,,,,
SEN027,2026-01-28 05:17:48 IST,29.9,C,15.3,mm,90.0,29.9,29.9,c,29.9,15.3,mm,15.3,2026-01-28 05:17:48 IST,2026-01-28 05:17:48+05:30,2026-01-28
SEN016,2026-02-20 15:12:04,75.2,F,0.8,millimeters,62.0,75.2,75.2,f,24.0,0.8,mm,0.8,2026-02-20 15:12:04,2026-02-20 15:12:04+05:30,2026-02-20
SEN001,2026-06-16 02:41:25,83.3,f,44.4,mm,93.0,83.3,83.3,f,28.5,44.4,mm,44.4,2026-06-16 02:41:25,2026-06-16 02:41:25+05:30,2026-06-16
SEN017,2026-08-26 08:46:23 IST,74.1,Fahrenheit,39.9,MM,53.0,74.1,74.1,f,23.39,39.9,mm,39.9,2026-08-26 08:46:23 IST,2026-08-26 08:46:23+05:30,2026-08-26
SEN017,,69.8,°F,43.2,MM,62.0,69.8,69.8,f,21.0,43.2,mm,43.2,,,
SEN017,2026-01-29 01:46:11 IST,90.9,Fahrenheit,2.7,millimeters,72.0,90.9,90.9,f,32.72,2.7,mm,2.7,2026-01-29 01:46:11 IST,2026-01-29 01:46:11+05:30,2026-01-29
UNKNOWN,2026-02-09 13:33:36 IST,18.6°C,,16.4,mm,,18.6°C,18.6,c,18.6,16.4,mm,16.4,2026-02-09 13:33:36 IST,2026-02-09 13:33:36+05:30,2026-02-09
SEN014,2026-05-03 15:02:17 UTC,36.8°C,,18.3,mm,74.0,36.8°C,36.8,c,36.8,18.3,mm,18.3,2026-05-03 15:02:17 UTC,2026-05-03 20:32:17+05:30,2026-05-03
SEN002,2026-07-22 23:37:32 IST,73.4,Fahrenheit,0.88,inch,88.0,73.4,73.4,f,23.0,0.88,in,22.35,2026-07-22 23:37:32 IST,2026-07-22 23:37:32+05:30,2026-07-22
SEN046,2026-04-15 14:14:58 IST,28.5,C,30.1,mm,68.0,28.5,28.5,c,28.5,30.1,mm,30.1,2026-04-15 14:14:58 IST,2026-04-15 14:14:58+05:30,2026-04-15
SEN003,2026-08-28 06:23:11 IST,27.9,c,,mm,40.0,27.9,27.9,c,27.9,-6.4,mm,,2026-08-28 06:23:11 IST,2026-08-28 06:23:11+05:30,2026-08-28
SEN016,01-25-2026 01:54 PM,16.8,Celsius,12.2,MM,54.0,16.8,16.8,c,16.8,12.2,mm,12.2,01-25-2026 01:54 PM,2026-01-25 13:54:00+05:30,2026-01-25
SEN011,2026-08-09 20:26:45 UTC,24.3,°C,,,67.0,24.3,24.3,c,24.3,,,,2026-08-09 20:26:45 UTC,2026-08-10 01:56:45+05:30,2026-08-10
UNKNOWN,2026-05-24 22:31:24 IST,18.9,Celsius,,mm,75.0,18.9,18.9,c,18.9,-31.4,mm,,2026-05-24 22:31:24 IST,2026-05-24 22:31:24+05:30,2026-05-24
SEN012,2026-02-27 18:54:24 UTC,99.5,Fahrenheit,11.6,MM,38.0,99.5,99.5,f,37.5,11.6,mm,11.6,2026-02-27 18:54:24 UTC,2026-02-28 00:24:24+05:30,2026-02-28
SEN024,2026-08-31 08:07:30 UTC,97,f,1.45,in,94.0,97,97.0,f,36.11,1.45,in,36.83,2026-08-31 08:07:30 UTC,2026-08-31 13:37:30+05:30,2026-08-31
SEN001,2026-05-24 00:23:13 UTC,31,°C,1.89,inches,64.0,31,31.0,c,31.0,1.89,in,48.01,2026-05-24 00:23:13 UTC,2026-05-24 05:53:13+05:30,2026-05-24
SEN004,2026-07-26 16:32:42 IST,75.7,f,37.7,millimeters,59.0,75.7,75.7,f,24.28,37.7,mm,37.7,2026-07-26 16:32:42 IST,2026-07-26 16:32:42+05:30,2026-07-26
SEN007,,34.3,c,,,,34.3,34.3,c,34.3,,,,,,
SEN025,2026-02-12 18:31:15 UTC,28.8,Celsius,31.8,MM,47.0,28.8,28.8,c,28.8,31.8,mm,31.8,2026-02-12 18:31:15 UTC,2026-02-13 00:01:15+05:30,2026-02-13
SEN035,27/01/2026 09:50,63.5,Fahrenheit,8.4,mm,48.0,63.5,63.5,f,17.5,8.4,mm,8.4,27/01/2026 09:50,2026-01-27 09:50:00+05:30,2026-01-27
SEN006,2026-07-20 05:21:57 IST,96.4,f,0.1,in,74.0,96.4,96.4,f,35.78,0.1,in,2.54,2026-07-20 05:21:57 IST,2026-07-20 05:21:57+05:30,2026-07-20
SEN040,,21.1°C,,47.2,mm,37.0,21.1°C,21.1,c,21.1,47.2,mm,47.2,,,
SEN024,2026-03-01 23:10:36 IST,36.3,Celsius,25.3,millimeters,81.0,36.3,36.3,c,36.3,25.3,mm,25.3,2026-03-01 23:10:36 IST,2026-03-01 23:10:36+05:30,2026-03-01
SEN023,2026-05-22 19:29:58 UTC,61.2,f,,mm,61.0,61.2,61.2,f,16.22,-6.3,mm,,2026-05-22 19:29:58 UTC,2026-05-23 00:59:58+05:30,2026-05-23
SEN041,2026-01-10 22:47:05 UTC,74.5,°F,41.3,mm,65.0,74.5,74.5,f,23.61,41.3,mm,41.3,2026-01-10 22:47:05 UTC,2026-01-11 04:17:05+05:30,2026-01-11
SEN019,2026-05-28 16:32:18 UTC,22.4,Celsius,0.2,MM,83.0,22.4,22.4,c,22.4,0.2,mm,0.2,2026-05-28 16:32:18 UTC,2026-05-28 22:02:18+05:30,2026-05-28
SEN016,24/04/2026 07:56,39.1,Celsius,28.9,mm,,39.1,39.1,c,39.1,28.9,mm,28.9,24/04/2026 07:56,2026-04-24 07:56:00+05:30,2026-04-24
SEN046,2026-06-24 15:05:47 IST,40,c,31.3,millimeters,61.0,40,40.0,c,40.0,31.3,mm,31.3,2026-06-24 15:05:47 IST,2026-06-24 15:05:47+05:30,2026-06-24
SEN021,2026-08-01 18:57:55 UTC,27.3,C,28.7,MM,47.0,27.3,27.3,c,27.3,28.7,mm,28.7,2026-08-01 18:57:55 UTC,2026-08-02 00:27:55+05:30,2026-08-02
SEN046,2026-02-20 08:26:10 UTC,25.3,Celsius,0.2,inches,93.0,25.3,25.3,c,25.3,0.2,in,5.08,2026-02-20 08:26:10 UTC,2026-02-20 13:56:10+05:30,2026-02-20
SEN024,2026-06-25 21:18:32 UTC,18.8,°C,,,33.0,18.8,18.8,c,18.8,,,,2026-06-25 21:18:32 UTC,2026-06-26 02:48:32+05:30,2026-06-26
SEN044,,33.2°C,,44.8,millimeters,66.0,33.2°C,33.2,c,33.2,44.8,mm,44.8,,,
SEN028,2026-03-11 01:11:01,98.1,°F,1.27,inches,41.0,98.1,98.1,f,36.72,1.27,in,32.26,2026-03-11 01:11:01,2026-03-11 01:11:01+05:30,2026-03-11
SEN003,2026-07-11 14:26:22 UTC,38.1,°C,43.7,mm,58.0,38.1,38.1,c,38.1,43.7,mm,43.7,2026-07-11 14:26:22 UTC,2026-07-11 19:56:22+05:30,2026-07-11
SEN013,2026-02-23 21:09:52 UTC,81.3,°F,20.1,MM,39.0,81.3,81.3,f,27.39,20.1,mm,20.1,2026-02-23 21:09:52 UTC,2026-02-24 02:39:52+05:30,2026-02-24
SEN042,,20.2,Celsius,7.6,MM,68.0,20.2,20.2,c,20.2,7.6,mm,7.6,,,
SEN046,2026-06-11 12:23:55 UTC,35.7,C,0.16,in,91.0,35.7,35.7,c,35.7,0.16,in,4.06,2026-06-11 12:23:55 UTC,2026-06-11 17:53:55+05:30,2026-06-11
SEN030,09/03/2026 17:04,102.6,°F,9.1,mm,54.0,102.6,102.6,f,39.22,9.1,mm,9.1,09/03/2026 17:04,2026-03-09 17:04:00+05:30,2026-03-09
SEN019,2026-05-14 07:31:13 IST,69.6,F,33.9,MM,90.0,69.6,69.6,f,20.89,33.9,mm,33.9,2026-05-14 07:31:13 IST,2026-05-14 07:31:13+05:30,2026-05-14
SEN044,2026-05-08 00:22:05 IST,34.9,C,20.6,mm,,34.9,34.9,c,34.9,20.6,mm,20.6,2026-05-08 00:22:05 IST,2026-05-08 00:22:05+05:30,2026-05-08
UNKNOWN,2026-08-26 09:21:59 UTC,32.9,C,,mm,56.0,32.9,32.9,c,32.9,-7.5,mm,,2026-08-26 09:21:59 UTC,2026-08-26 14:51:59+05:30,2026-08-26
SEN046,24-Jan-2026 02:18:48,59.9,°F,3.6,MM,51.0,59.9,59.9,f,15.5,3.6,mm,3.6,24-Jan-2026 02:18:48,2026-01-24 02:18:48+05:30,2026-01-24
SEN007,2026-02-09 08:56:59 UTC,62.2,f,,mm,37.0,62.2,62.2,f,16.78,-45.7,mm,,2026-02-09 08:56:59 UTC,2026-02-09 14:26:59+05:30,2026-02-09
SEN033,2026-07-05 21:04:38 UTC,98.1,F,0.76,inch,,98.1,98.1,f,36.72,0.76,in,19.3,2026-07-05 21:04:38 UTC,2026-07-06 02:34:38+05:30,2026-07-06
SEN001,02-24-2026 01:53 AM,34.7,Celsius,38.9,millimeters,76.0,34.7,34.7,c,34.7,38.9,mm,38.9,02-24-2026 01:53 AM,2026-02-24 01:53:00+05:30,2026-02-24
SEN004,2026-08-13 19:34:20 IST,32.6,Celsius,2.1,mm,49.0,32.6,32.6,c,32.6,2.1,mm,2.1,2026-08-13 19:34:20 IST,2026-08-13 19:34:20+05:30,2026-08-13
SEN003,2026-05-11 03:19:35 UTC,15.3°C,,21.2,MM,44.0,15.3°C,15.3,c,15.3,21.2,mm,21.2,2026-05-11 03:19:35 UTC,2026-05-11 08:49:35+05:30,2026-05-11
SEN033,2026-04-23 06:58:15 IST,33.6,C,44.6,mm,54.0,33.6,33.6,c,33.6,44.6,mm,44.6,2026-04-23 06:58:15 IST,2026-04-23 06:58:15+05:30,2026-04-23
SEN046,2026-08-15 05:12:00 IST,21.9,Celsius,0.73,in,53.0,21.9,21.9,c,21.9,0.73,in,18.54,2026-08-15 05:12:00 IST,2026-08-15 05:12:00+05:30,2026-08-15
SEN003,2026-03-18 12:04:01 IST,77.5,Fahrenheit,,mm,,77.5,77.5,f,25.28,-31.3,mm,,2026-03-18 12:04:01 IST,2026-03-18 12:04:01+05:30,2026-03-18
SEN017,2026-05-30 07:31:54 IST,33.0°C,,0.42,inches,86.0,33.0°C,33.0,c,33.0,0.42,in,10.67,2026-05-30 07:31:54 IST,2026-05-30 07:31:54+05:30,2026-05-30
SEN048,2026-04-04 19:12:32 IST,37.4,c,9.5,millimeters,40.0,37.4,37.4,c,37.4,9.5,mm,9.5,2026-04-04 19:12:32 IST,2026-04-04 19:12:32+05:30,2026-04-04
SEN007,2026-01-18T18:19:34,33.6,°C,1.7,mm,40.0,33.6,33.6,c,33.6,1.7,mm,1.7,2026-01-18T18:19:34,2026-01-18 18:19:34+05:30,2026-01-18
