trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance,distance_unit,vehicle_no,driver_id,distance_km,departure_datetime,arrival_datetime,transit_hours_final,transit_hours_imputed,vehicle_no_raw,vehicle_no_clean,mandi_id_raw,mandi_name,district,state,mandi_type
TRP004003,MANDI019,WH-South,2026-07-08 04:44:04,09/07/2026,19.8,840.2,km,RJ 14 BC 6388,DRV158,840.2,2026-07-08 04:44:04,2026-07-09 00:00:00,19.8,False,RJ 14 BC 6388,RJ14BC6388,MANDI-019,Karimnagar Grain Market,Moga,Punjab,Private
TRP006097,MANDI018,WH-East,2026-06-13T20:45:53,2026-06-14 19:33:53,22.8,1100.8,km,UP-13-BC-5242,,1100.8,2026-06-13 20:45:53,2026-06-14 19:33:53,22.8,False,UP-13-BC-5242,UP13BC5242,M018,Jaunpur Mandi,Moga,Punjab,Unknown
TRP008343,MANDI038,WH-West,22/01/2026 19:47,23-Jan-2026 05:47:40,10.0,294.6541282,miles,RJ-36-BC-7540,DRV350,474.2,2026-01-22 19:47:00,2026-01-23 05:47:40,10.0,False,RJ-36-BC-7540,RJ36BC7540,MANDI038,Jalandhar Mandi,Kurukshetra,Haryana,Private
TRP005897,MANDI055,WH-East,28-Feb-2026 08:43:48,28/02/2026 16:25,7.7,445.7,km,HR20-DF-4433,DRV311,445.7,2026-02-28 08:43:48,2026-02-28 16:25:00,7.7,False,HR20-DF-4433,HR20DF4433,mandi_055,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
TRP002517,MANDI030,WH-East,2026-04-13 19:43:10,14-Apr-2026 11:19:10,15.6 hrs,734.4,km,RJ-46-BC-3812,DRV863,734.4,2026-04-13 19:43:10,2026-04-14 11:19:10,15.6,False,RJ-46-BC-3812,RJ46BC3812,mandi030,Patiala APMC,Sirsa,,Unknown
TRP008025,MANDI057,WH-South,2026-06-24 13:12:06,2026-06-25 10:06:06,20.9,1010.3,km,dl 69-AB-5694,DRV331,1010.3,2026-06-24 13:12:06,2026-06-25 10:06:06,20.9,False,dl 69-AB-5694,DL69AB5694,MANDI057,Gorakhpur APMC,Bareilly,,Direct
TRP002479,MANDI056,WH-North,17/03/2026 16:41,18/03/2026 06:41,14.0,825.5 KM,,UP 20 AB 6931,,825.5,2026-03-17 16:41:00,2026-03-18 06:41:00,14.0,False,UP 20 AB 6931,UP20AB6931,MANDI056,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
TRP008311,MANDI008,WH-East,2026-08-18T01:45:45,2026-08-18 19:57:45,-18.2,906.1,km,,DRV132,906.1,2026-08-18 01:45:45,2026-08-18 19:57:45,18.2,True,,,M008,Bijapur Market,Amritsar,Punjab,APMC
TRP004149,MANDI028,WH-West,03/05/2026 20:00,04/05/2026 18:12,22.2,948.0,km,PB 14 CD 6880,DRV298,948.0,2026-05-03 20:00:00,2026-05-04 18:12:00,22.2,False,PB 14 CD 6880,PB14CD6880,MANDI028,Machilipatnam APMC,Hisar,Haryana,Unknown
TRP005734,MANDI034,WH-South,05/03/2026 16:09,06/03/2026,10.8,521.1,km,UP 88 CD 9876,DRV770,521.1,2026-03-05 16:09:00,2026-03-06 00:00:00,10.8,False,UP 88 CD 9876,UP88CD9876,MANDI034,Ludhiana Grain Market,Ambala,Haryana,Unknown
TRP007377,MANDI013,WH-Central,27/03/2026,2026-03-28 00:06:22,20.9,1005.3,km,UP77-AB-5053,DRV676,1005.3,2026-03-27 00:00:00,2026-03-28 00:06:22,20.9,False,UP77-AB-5053,UP77AB5053,MANDI013,Aurangabad Market,Patiala,Punjab,Private
TRP007332,MANDI047,WH-Central,03-21-2026 02:57 PM,2026-03-22T12:33:45,21.6,569.3622472999999,miles,RJ-37-BC-7009,DRV210,916.3,2026-03-21 14:57:00,2026-03-22 12:33:45,21.6,False,RJ-37-BC-7009,RJ37BC7009,M047,Orai Market,Muzaffarnagar,Uttar Pradesh,APMC
TRP004831,MANDI036,WH-South,2026-07-01 10:10:04,01/07/2026 16:10,6.0,332.5,km,DL85-DF-2318,,332.5,2026-07-01 10:10:04,2026-07-01 16:10:00,6.0,False,DL85-DF-2318,DL85DF2318,MANDI036,Mysore Grain Market,Kurukshetra,Haryana,APMC
TRP007838,MANDI040,WH-Central,05/04/2026 10:04,05-Apr-2026 16:04:02,6.0,318.5,km,rj 55-AB-5201,DRV518,318.5,2026-04-05 10:04:00,2026-04-05 16:04:02,6.0,False,rj 55-AB-5201,RJ55AB5201,MANDI-040,Jodhpur Market,Fatehabad,Haryana,Direct
TRP003466,MANDI031,WH-North,08-24-2026 09:58 PM,2026-08-25 08:52:52,10.9,556.2 KM,,,DRV696,556.2,2026-08-24 21:58:00,2026-08-25 08:52:52,10.9,False,,,MANDI031,Nangloi Jat Mandi,Sirsa,Haryana,APMC
TRP000322,MANDI003,Export-Terminal,2026-03-06 04:15:50,06-Mar-2026 15:09:50,10.9,449.3,km,PB 49 CD 8480,,449.3,2026-03-06 04:15:50,2026-03-06 15:09:50,10.9,False,PB 49 CD 8480,PB49CD8480,mandi_003,Vijayawada Mandi,Ludhiana,Punjab,Unknown
TRP005366,MANDI003,WH-West,2026-05-07T11:52:46,2026-05-08 02:16:46,14.4,712.2,km,RJ 42 AB 5114,DRV803,712.2,2026-05-07 11:52:46,2026-05-08 02:16:46,14.4,False,RJ 42 AB 5114,RJ42AB5114,M003,Vijayawada Mandi,Ludhiana,Punjab,Unknown
TRP001079,MANDI031,Export-Terminal,2026-02-03T04:30:30,03/02/2026 23:36,19.1,916.9,km,UP25-DF-6185,DRV847,916.9,2026-02-03 04:30:30,2026-02-03 23:36:00,19.1,False,UP25-DF-6185,UP25DF6185,M031,Nangloi Jat Mandi,Sirsa,Haryana,APMC
TRP007640,MANDI033,WH-Central,30-Aug-2026 22:02:40,2026-08-31 17:32:40,19.5,809.5,km,RJ10-CD-5947,DRV760,809.5,2026-08-30 22:02:40,2026-08-31 17:32:40,19.5,False,RJ10-CD-5947,RJ10CD5947,MANDI033,South Dumdum Grain Market,Ambala,Haryana,APMC
TRP003704,MANDI024,WH-West,10/02/2026,11/02/2026,24.0,1107.0,km,RJ-86-DF-4314,DRV549,1107.0,2026-02-10 00:00:00,2026-02-11 00:00:00,24.0,False,RJ-86-DF-4314,RJ86DF4314,MANDI024,Jaipur Mandi,Karnal,Haryana,APMC
TRP002349,MANDI023,WH-West,05/04/2026 11:52,2026-04-06T10:10:12,22.3,1100.1,km,dl 35-DF-7496,DRV600,1100.1,2026-04-05 11:52:00,2026-04-06 10:10:12,22.3,False,dl 35-DF-7496,DL35DF7496,MANDI023,Panihati APMC,Karnal,Haryana,Private
TRP004130,MANDI004,WH-North,02-Feb-2026 18:20:27,03/02/2026,16.8,849.3,km,DL-34-CD-8559,DRV997,849.3,2026-02-02 18:20:27,2026-02-03 00:00:00,16.8,False,DL-34-CD-8559,DL34CD8559,M004,Khandwa Grain Market,Ludhiana,Punjab,APMC
TRP001435,MANDI039,WH-South,2026-03-23 01:44:35,2026-03-23 14:56:35,13.2,567.6,km,RJ 30 AB 1006,DRV870,567.6,2026-03-23 01:44:35,2026-03-23 14:56:35,13.2,False,RJ 30 AB 1006,RJ30AB1006,MANDI039,Anand Grain Market,,Haryana,APMC
TRP001057,MANDI043,WH-North,2026-07-25 05:01:53,26/07/2026,-20.9,943.2,km,rj 99-AB-1741,DRV234,943.2,2026-07-25 05:01:53,2026-07-26 00:00:00,18.97,True,rj 99-AB-1741,RJ99AB1741,mandi043,Danapur Mandi,Agra,Uttar Pradesh,Private
TRP008696,MANDI036,WH-South,05-02-2026 04:30 PM,,11.1,328.4567106,miles,HR-95-BC-2138,DRV224,528.6,2026-05-02 16:30:00,,11.1,False,HR-95-BC-2138,HR95BC2138,MANDI036,Mysore Grain Market,Kurukshetra,Haryana,APMC
TRP001719,MANDI009,WH-West,2026-01-15T15:20:47,2026-01-15 21:44:47,6.4,359.0,km,PB-91-BC-9566,DRV588,359.0,2026-01-15 15:20:47,2026-01-15 21:44:47,6.4,False,PB-91-BC-9566,PB91BC9566,MANDI-009,Jamshedpur APMC,Jalandhar,Punjab,APMC
TRP008628,MANDI051,WH-South,01-30-2026 09:17 PM,2026-01-31T13:59:45,16.7,724.0,km,,DRV334,724.0,2026-01-30 21:17:00,2026-01-31 13:59:45,16.7,False,,,MANDI051,Gulbarga Market,Saharanpur,Uttar Pradesh,Private
TRP002693,MANDI019,Export-Terminal,2026-08-13 13:54:40,08-13-2026 10:24 PM,8.5,488.8,km,PB 51 AB 8653,DRV840,488.8,2026-08-13 13:54:40,2026-08-13 22:24:00,8.5,False,PB 51 AB 8653,PB51AB8653,mandi_019,Karimnagar Grain Market,Moga,Punjab,Private
TRP003756,MANDI029,WH-Central,2026-05-13 16:06:18,2026-05-14 10:12:18,18.1,747.9 KM,,UP-34-AB-2673,DRV936,747.9,2026-05-13 16:06:18,2026-05-14 10:12:18,18.1,False,UP-34-AB-2673,UP34AB2673,MANDI029,Asansol Grain Market,Sirsa,Haryana,Direct
TRP006713,MANDI020,WH-Central,17/06/2026 03:48,17/06/2026,,219.9,km,,DRV126,219.9,2026-06-17 03:48:00,2026-06-17 00:00:00,,False,,,MANDI020,Kadapa Mandi,Ferozepur,Punjab,Direct
TRP009529,MANDI018,WH-North,2026-07-27 03:36:26,2026-07-27 17:24:26,13.8,554.2,km,up 28-AB-4703,DRV905,554.2,2026-07-27 03:36:26,2026-07-27 17:24:26,13.8,False,up 28-AB-4703,UP28AB4703,MANDI018,Jaunpur Mandi,Moga,Punjab,Unknown
TRP004075,MANDI055,WH-North,16/03/2026 23:48,03-17-2026 03:48 AM,4.0,195.9,km,PB-24-CD-7831,,195.9,2026-03-16 23:48:00,2026-03-17 03:48:00,4.0,False,PB-24-CD-7831,PB24CD7831,MANDI055,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
TRP001524,MANDI045,WH-East,2026-01-05 07:40:34,06/01/2026 04:58,21.3,1113.6,km,DL 31 CD 6863,DRV534,1113.6,2026-01-05 07:40:34,2026-01-06 04:58:00,21.3,False,DL 31 CD 6863,DL31CD6863,M045,Farrukhabad Mandi,Meerut,Uttar Pradesh,Private
TRP004813,MANDI054,WH-Central,08/02/2026,02-09-2026 03:01 AM,18.7,806.7,km,PB-11-DF-2696,DRV854,806.7,2026-02-08 00:00:00,2026-02-09 03:01:00,18.7,False,PB-11-DF-2696,PB11DF2696,MANDI-054,Nangloi Jat Grain Market,Saharanpur,,Direct
TRP008502,MANDI053,WH-West,24-Aug-2026 02:52:52,08-24-2026 05:46 AM,2.9,168.9,km,hr 82-AB-7567,DRV177,168.9,2026-08-24 02:52:52,2026-08-24 05:46:00,2.9,False,hr 82-AB-7567,HR82AB7567,mandi_053,Panihati Market,Saharanpur,Uttar Pradesh,APMC
TRP006962,MANDI046,WH-Central,2026-06-30T11:13:42,06-30-2026 10:43 PM,,364.86905120000006,miles,pb 68-BC-3755,DRV855,587.2,2026-06-30 11:13:42,2026-06-30 22:43:00,11.49,True,pb 68-BC-3755,PB68BC3755,M046,Baranagar Market,,Uttar Pradesh,Private
TRP003017,MANDI038,WH-South,07-12-2026 05:51 AM,2026-07-12T07:57:17,2.1 hrs,72.8246812,miles,RJ 71 BC 9641,DRV798,117.2,2026-07-12 05:51:00,2026-07-12 07:57:17,2.1,False,RJ 71 BC 9641,RJ71BC9641,mandi_038,Jalandhar Mandi,Kurukshetra,Haryana,Private
TRP006884,MANDI030,WH-South,03-21-2026 07:40 PM,2026-03-22T01:58:17,6.3,173.23823480000001,miles,PB 71 AB 2643,DRV676,278.8,2026-03-21 19:40:00,2026-03-22 01:58:17,6.3,False,PB 71 AB 2643,PB71AB2643,mandi_030,Patiala APMC,Sirsa,,Unknown
TRP007840,MANDI035,WH-Central,19/06/2026 08:29,2026-06-19 21:59:28,13.5,706.9,km,RJ26-BC-2844,,706.9,2026-06-19 08:29:00,2026-06-19 21:59:28,13.5,False,RJ26-BC-2844,RJ26BC2844,MANDI035,Guntakal Mandi,Ambala,Haryana,APMC
TRP009542,MANDI002,Export-Terminal,03-02-2026 06:10 AM,2026-03-02T08:10:59,2.0,71.8304876,miles,DL-81-DF-3115,DRV551,115.6,2026-03-02 06:10:00,2026-03-02 08:10:59,2.0,False,DL-81-DF-3115,DL81DF3115,MANDI-002,Solapur Mandi,Ludhiana,,APMC
TRP001884,MANDI030,WH-North,2026-07-08 06:58:02,2026-07-09 00:22:02,17.4,770.3,km,,DRV479,770.3,2026-07-08 06:58:02,2026-07-09 00:22:02,17.4,False,,,mandi030,Patiala APMC,Sirsa,,Unknown
TRP005466,MANDI019,WH-South,03/05/2026 21:48,04/05/2026,6.9,292.5,km,PB-59-AB-3758,,292.5,2026-05-03 21:48:00,2026-05-04 00:00:00,6.9,False,PB-59-AB-3758,PB59AB3758,MANDI019,Karimnagar Grain Market,Moga,Punjab,Private
TRP006329,MANDI052,WH-West,2026-03-20T03:34:48,2026-03-21 02:58:48,-23.4,735.8275382,miles,rj 54-BC-7562,DRV288,1184.2,2026-03-20 03:34:48,2026-03-21 02:58:48,23.4,True,rj 54-BC-7562,RJ54BC7562,mandi052,Kakinada APMC,Saharanpur,Uttar Pradesh,Unknown
TRP005099,MANDI034,Export-Terminal,2026-03-19 14:03:50,2026-03-19T18:21:50,-4.3,248.1,km,DL-82-BC-9183,DRV844,248.1,2026-03-19 14:03:50,2026-03-19 18:21:50,4.3,True,DL-82-BC-9183,DL82BC9183,MANDI034,Ludhiana Grain Market,Ambala,Haryana,Unknown
TRP009230,MANDI030,WH-Central,16-Feb-2026 03:32:05,16-Feb-2026 14:08:05,10.6,483.7,km,RJ-82-BC-3304,DRV233,483.7,2026-02-16 03:32:05,2026-02-16 14:08:05,10.6,False,RJ-82-BC-3304,RJ82BC3304,MANDI030,Patiala APMC,Sirsa,,Unknown
TRP004158,MANDI048,WH-East,12/02/2026 00:13,12-Feb-2026 08:49:59,8.6,363.2,km,HR-52-DF-4502,,363.2,2026-02-12 00:13:00,2026-02-12 08:49:59,8.6,False,HR-52-DF-4502,HR52DF4502,MANDI-048,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,Direct
TRP006301,MANDI053,WH-East,22/02/2026,23/02/2026,10.5,472.6,km,rj 24-BC-4641,,472.6,2026-02-22 00:00:00,2026-02-23 00:00:00,10.5,False,rj 24-BC-4641,RJ24BC4641,mandi_053,Panihati Market,Saharanpur,Uttar Pradesh,APMC
TRP004614,MANDI054,WH-North,2026-02-16 20:27:14,,-9.7,479.9,km,UP-62-AB-1484,,479.9,2026-02-16 20:27:14,,,False,UP-62-AB-1484,UP62AB1484,MANDI054,Nangloi Jat Grain Market,Saharanpur,,Direct
TRP008599,MANDI056,WH-Central,2026-07-18T05:42:40,2026-07-18T21:48:40,16.1,535.5596649,miles,rj 97-CD-4878,DRV953,861.9,2026-07-18 05:42:40,2026-07-18 21:48:40,16.1,False,rj 97-CD-4878,RJ97CD4878,mandi_056,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
TRP003022,MANDI001,WH-South,07/08/2026,2026-08-08 03:55:41,9.1,488.3,km,pb 14-BC-6897,DRV839,488.3,2026-08-07 00:00:00,2026-08-08 03:55:41,9.1,False,pb 14-BC-6897,PB14BC6897,MANDI001,Hyderabad Mandi,Ludhiana,Punjab,Private
TRP008251,MANDI057,WH-North,2026-06-28 23:40:13,29-Jun-2026 05:04:13,5.4,216.1 KM,,HR86-BC-4485,DRV131,216.1,2026-06-28 23:40:13,2026-06-29 05:04:13,5.4,False,HR86-BC-4485,HR86BC4485,MANDI-057,Gorakhpur APMC,Bareilly,,Direct
TRP006114,MANDI051,WH-South,19/07/2026,20-Jul-2026 10:46:43,14.8,657.8,km,PB-39-DF-3011,DRV929,657.8,2026-07-19 00:00:00,2026-07-20 10:46:43,14.8,False,PB-39-DF-3011,PB39DF3011,mandi_051,Gulbarga Market,Saharanpur,Uttar Pradesh,Private
TRP000120,MANDI023,WH-South,15/02/2026,2026-02-15 19:14:00,18.0,463.1078063,miles,pb 72-CD-4744,DRV212,745.3,2026-02-15 00:00:00,2026-02-15 19:14:00,18.0,False,pb 72-CD-4744,PB72CD4744,MANDI-023,Panihati APMC,Karnal,Haryana,Private
TRP006830,MANDI041,WH-Central,07-09-2026 11:23 PM,2026-07-10T23:05:07,23.7,1237.2,km,UP 63 CD 8038,DRV907,1237.2,2026-07-09 23:23:00,2026-07-10 23:05:07,23.7,False,UP 63 CD 8038,UP63CD8038,MANDI041,Gurgaon Grain Market,Fatehabad,Haryana,APMC
TRP003464,MANDI010,WH-South,07-07-2026 04:19 PM,07/07/2026 20:43,4.4,122.3479499,miles,HR-90-BC-1367,DRV976,196.9,2026-07-07 16:19:00,2026-07-07 20:43:00,4.4,False,HR-90-BC-1367,HR90BC1367,MANDI010,Dhule APMC,Jalandhar,Punjab,Direct
TRP001459,MANDI042,Export-Terminal,2026-04-30 18:22:01,2026-04-30 23:22:01,5.0,275.2,km,UP 51 AB 4994,DRV547,275.2,2026-04-30 18:22:01,2026-04-30 23:22:01,5.0,False,UP 51 AB 4994,UP51AB4994,MANDI042,Erode Mandi,Fatehabad,Haryana,Private
TRP009534,MANDI020,WH-North,11-Aug-2026 15:41:39,2026-08-12 06:35:39,14.9 hrs,726.3 KM,,UP-17-DF-8204,DRV273,726.3,2026-08-11 15:41:39,2026-08-12 06:35:39,14.9,False,UP-17-DF-8204,UP17DF8204,MANDI020,Kadapa Mandi,Ferozepur,Punjab,Direct
TRP001407,MANDI034,WH-North,22/08/2026 04:11,2026-08-22 09:29:18,5.3,282.5 KM,,,DRV657,282.5,2026-08-22 04:11:00,2026-08-22 09:29:18,5.3,False,,,mandi034,Ludhiana Grain Market,Ambala,Haryana,Unknown
TRP000488,MANDI002,WH-South,29-Jul-2026 21:28:03,30/07/2026,14.3,667.9,km,UP15-BC-9825,DRV395,667.9,2026-07-29 21:28:03,2026-07-30 00:00:00,14.3,False,UP15-BC-9825,UP15BC9825,002,Solapur Mandi,Ludhiana,,APMC
TRP006327,MANDI056,WH-West,21-Jun-2026 09:06:51,2026-06-22T02:00:51,16.9,753.7,km,,DRV187,753.7,2026-06-21 09:06:51,2026-06-22 02:00:51,16.9,False,,,mandi_056,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
TRP002887,MANDI001,Export-Terminal,2026-07-03T15:43:24,2026-07-04T11:55:24,20.2,1173.0,km,PB 35 DF 1300,,1173.0,2026-07-03 15:43:24,2026-07-04 11:55:24,20.2,False,PB 35 DF 1300,PB35DF1300,001,Hyderabad Mandi,Ludhiana,Punjab,Private
TRP002146,MANDI044,WH-North,02/08/2026 15:58,,12.8,566.8,km,UP 36 BC 4306,DRV521,566.8,2026-08-02 15:58:00,,12.8,False,UP 36 BC 4306,UP36BC4306,MANDI044,Dehri Mandi,Agra,Uttar Pradesh,APMC
TRP003521,MANDI045,WH-Central,04-Mar-2026 06:08:32,2026-03-04 17:20:32,11.2,515.6,km,PB-89-AB-7373,DRV178,515.6,2026-03-04 06:08:32,2026-03-04 17:20:32,11.2,False,PB-89-AB-7373,PB89AB7373,MANDI045,Farrukhabad Mandi,Meerut,Uttar Pradesh,Private
TRP006637,MANDI008,WH-West,2026-01-21T01:40:52,01-21-2026 07:34 AM,5.9,353.0 KM,,DL-74-DF-3326,DRV150,353.0,2026-01-21 01:40:52,2026-01-21 07:34:00,5.9,False,DL-74-DF-3326,DL74DF3326,MANDI-008,Bijapur Market,Amritsar,Punjab,APMC
TRP007248,MANDI057,WH-East,26/05/2026 07:11,2026-05-26 12:11:22,-5.0,226.4,km,RJ-34-BC-7142,DRV404,226.4,2026-05-26 07:11:00,2026-05-26 12:11:22,5.01,True,RJ-34-BC-7142,RJ34BC7142,mandi_057,Gorakhpur APMC,Bareilly,,Direct
TRP007820,MANDI010,WH-East,2026-02-16 10:47:29,02-17-2026 12:29 AM,13.7,363.62630920000004,miles,PB 25 AB 9316,,585.2,2026-02-16 10:47:29,2026-02-17 00:29:00,13.7,False,PB 25 AB 9316,PB25AB9316,MANDI010,Dhule APMC,Jalandhar,Punjab,Direct
TRP000519,MANDI040,WH-South,06-25-2026 09:20 AM,26/06/2026,18.8,1043.2,km,RJ-15-DF-1359,DRV555,1043.2,2026-06-25 09:20:00,2026-06-26 00:00:00,18.8,False,RJ-15-DF-1359,RJ15DF1359,mandi_040,Jodhpur Market,Fatehabad,Haryana,Direct
TRP001112,MANDI032,WH-West,26/01/2026,26-Jan-2026 22:56:09,10.9,613.2 KM,,UP16-AB-6019,DRV205,613.2,2026-01-26 00:00:00,2026-01-26 22:56:09,10.9,False,UP16-AB-6019,UP16AB6019,MANDI-032,Chapra Grain Market,,Haryana,Private
TRP001685,MANDI049,WH-South,20-Jan-2026 04:38:11,20/01/2026,16.8,732.3,km,HR-82-DF-6289,DRV937,732.3,2026-01-20 04:38:11,2026-01-20 00:00:00,16.8,False,HR-82-DF-6289,HR82DF6289,MANDI049,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,Private
TRP000736,MANDI042,WH-East,02/03/2026 21:23,03/03/2026 11:17,13.9,437.9422808,miles,PB-57-CD-6077,,704.8,2026-03-02 21:23:00,2026-03-03 11:17:00,13.9,False,PB-57-CD-6077,PB57CD6077,MANDI042,Erode Mandi,Fatehabad,Haryana,Private
TRP004615,MANDI042,WH-South,08-15-2026 02:56 AM,08-15-2026 11:50 PM,20.9,1032.1,km,DL-84-AB-8674,DRV789,1032.1,2026-08-15 02:56:00,2026-08-15 23:50:00,20.9,False,DL-84-AB-8674,DL84AB8674,mandi042,Erode Mandi,Fatehabad,Haryana,Private
TRP004084,MANDI001,WH-South,01-Feb-2026 17:45:28,2026-02-02T02:33:28,8.8,452.6,km,hr 52-DF-7826,DRV766,452.6,2026-02-01 17:45:28,2026-02-02 02:33:28,8.8,False,hr 52-DF-7826,HR52DF7826,MANDI001,Hyderabad Mandi,Ludhiana,Punjab,Private
TRP009966,MANDI028,Export-Terminal,2026-06-02 23:55:57,2026-06-03 02:01:57,2.1 hrs,118.8,km,PB-15-BC-5519,DRV863,118.8,2026-06-02 23:55:57,2026-06-03 02:01:57,2.1,False,PB-15-BC-5519,PB15BC5519,MANDI028,Machilipatnam APMC,Hisar,Haryana,Unknown
TRP002329,MANDI010,WH-North,28/04/2026 00:37,28/04/2026 03:19,2.7,108.4,km,,DRV254,108.4,2026-04-28 00:37:00,2026-04-28 03:19:00,2.7,False,,,MANDI-010,Dhule APMC,Jalandhar,Punjab,Direct
TRP000544,MANDI004,Export-Terminal,08-03-2026 12:23 AM,08-03-2026 09:47 AM,-9.4,544.4,km,RJ-14-AB-8168,,544.4,2026-08-03 00:23:00,2026-08-03 09:47:00,9.4,True,RJ-14-AB-8168,RJ14AB8168,MANDI004,Khandwa Grain Market,Ludhiana,Punjab,APMC
TRP005796,MANDI049,WH-East,08-17-2026 10:46 AM,17/08/2026 17:52,7.1,255.9427149,miles,DL 19 DF 4113,DRV977,411.9,2026-08-17 10:46:00,2026-08-17 17:52:00,7.1,False,DL 19 DF 4113,DL19DF4113,049,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,Private
TRP006608,MANDI019,WH-South,07-08-2026 03:50 AM,2026-07-08 15:32:45,11.7,600.4,km,DL55-DF-9091,DRV508,600.4,2026-07-08 03:50:00,2026-07-08 15:32:45,11.7,False,DL55-DF-9091,DL55DF9091,mandi_019,Karimnagar Grain Market,Moga,Punjab,Private
TRP001635,MANDI006,WH-Central,08-22-2026 04:49 PM,2026-08-23 00:37:09,7.8,426.7 KM,,DL 80 CD 4699,DRV140,426.7,2026-08-22 16:49:00,2026-08-23 00:37:09,7.8,False,DL 80 CD 4699,DL80CD4699,mandi006,Kochi Mandi,Amritsar,Punjab,Direct
TRP003356,MANDI051,WH-Central,2026-08-29 16:39:33,29/08/2026,5.4,309.9,km,HR 43 BC 1036,DRV789,309.9,2026-08-29 16:39:33,2026-08-29 00:00:00,5.4,False,HR 43 BC 1036,HR43BC1036,MANDI-051,Gulbarga Market,Saharanpur,Uttar Pradesh,Private
TRP009515,MANDI001,WH-West,2026-07-12 02:24:16,07-12-2026 07:42 AM,5.3,165.4089602,miles,hr 45-CD-4203,DRV955,266.2,2026-07-12 02:24:16,2026-07-12 07:42:00,5.3,False,hr 45-CD-4203,HR45CD4203,MANDI-001,Hyderabad Mandi,Ludhiana,Punjab,Private
TRP000097,MANDI028,WH-North,06-Mar-2026 06:14:13,2026-03-06 08:26:13,2.2,67.0459309,miles,HR-93-AB-3314,DRV749,107.9,2026-03-06 06:14:13,2026-03-06 08:26:13,2.2,False,HR-93-AB-3314,HR93AB3314,mandi028,Machilipatnam APMC,Hisar,Haryana,Unknown
TRP009204,MANDI043,WH-South,2026-05-18 17:19:25,2026-05-18 22:43:25,5.4,288.6,km,hr 27-AB-9993,DRV224,288.6,2026-05-18 17:19:25,2026-05-18 22:43:25,5.4,False,hr 27-AB-9993,HR27AB9993,mandi_043,Danapur Mandi,Agra,Uttar Pradesh,Private
TRP006862,MANDI026,WH-West,2026-02-05 09:17:01,02-05-2026 05:11 PM,7.9,424.4,km,pb 86-CD-1156,DRV777,424.4,2026-02-05 09:17:01,2026-02-05 17:11:00,7.9,False,pb 86-CD-1156,PB86CD1156,MANDI026,Tadipatri Mandi,Hisar,Haryana,Private
TRP002677,MANDI009,WH-North,30/03/2026 06:51,,6.9,403.1,km,,DRV477,403.1,2026-03-30 06:51:00,,6.9,False,,,M009,Jamshedpur APMC,Jalandhar,Punjab,APMC
TRP003469,MANDI008,WH-Central,2026-08-10 11:15:07,11-Aug-2026 01:57:07,14.7,778.7,km,HR 70 CD 8407,DRV533,778.7,2026-08-10 11:15:07,2026-08-11 01:57:07,14.7,False,HR 70 CD 8407,HR70CD8407,MANDI008,Bijapur Market,Amritsar,Punjab,APMC
TRP009449,MANDI046,WH-West,08/09/2026 13:38,2026-09-09T01:26:16,11.8,392.52006070000004,miles,dl 29-DF-2005,DRV816,631.7,2026-09-08 13:38:00,2026-09-09 01:26:16,11.8,False,dl 29-DF-2005,DL29DF2005,mandi_046,Baranagar Market,,Uttar Pradesh,Private
TRP003707,MANDI007,WH-West,24-Mar-2026 04:52:52,24/03/2026 16:46,11.9,647.0,km,up 22-BC-1853,,647.0,2026-03-24 04:52:52,2026-03-24 16:46:00,11.9,False,up 22-BC-1853,UP22BC1853,MANDI007,Nashik Mandi,Amritsar,Punjab,Private
TRP008198,MANDI030,WH-Central,07-04-2026 12:09 AM,2026-07-04 11:39:59,11.5,507.7,km,UP 64 AB 2831,DRV935,507.7,2026-07-04 00:09:00,2026-07-04 11:39:59,11.5,False,UP 64 AB 2831,UP64AB2831,MANDI030,Patiala APMC,Sirsa,,Unknown
TRP009669,MANDI029,WH-East,28/06/2026,2026-06-28 21:32:19,18.6 hrs,837.0,km,RJ-25-AB-7223,DRV527,837.0,2026-06-28 00:00:00,2026-06-28 21:32:19,18.6,False,RJ-25-AB-7223,RJ25AB7223,mandi_029,Asansol Grain Market,Sirsa,Haryana,Direct
TRP007516,MANDI041,WH-North,2026-05-11 10:18:49,05-11-2026 07:06 PM,8.8,410.7,km,DL-10-DF-3873,DRV576,410.7,2026-05-11 10:18:49,2026-05-11 19:06:00,8.8,False,DL-10-DF-3873,DL10DF3873,MANDI-041,Gurgaon Grain Market,Fatehabad,Haryana,APMC
TRP003915,MANDI043,WH-North,04-Jun-2026 06:06:52,04/06/2026 11:00,4.9,227.0,km,UP47-AB-1312,DRV512,227.0,2026-06-04 06:06:52,2026-06-04 11:00:00,4.9,False,UP47-AB-1312,UP47AB1312,MANDI-043,Danapur Mandi,Agra,Uttar Pradesh,Private
